,receps,object,scores
930,HandTowel,BreadSliced,1
931,HousePlant,BreadSliced,1
932,Kettle,BreadSliced,1
933,KeyChain,BreadSliced,1
934,Knife,BreadSliced,1
935,Ladle,BreadSliced,1
936,Laptop,BreadSliced,1
937,LaundryHamperLid,BreadSliced,1
938,Lettuce,BreadSliced,1
939,LettuceSliced,BreadSliced,1
940,LightSwitch,BreadSliced,1
941,Mug,BreadSliced,1
942,Newspaper,BreadSliced,1
943,Pan,BreadSliced,1
944,PaperTowel,BreadSliced,1
945,PaperTowelRoll,BreadSliced,1
946,Pen,BreadSliced,1
947,Pencil,BreadSliced,1
948,PepperShaker,BreadSliced,1
949,Pillow,BreadSliced,1
950,Plate,BreadSliced,1
951,Plunger,BreadSliced,1
952,Pot,BreadSliced,1
953,Potato,BreadSliced,1
954,PotatoSliced,BreadSliced,1
955,RemoteControl,BreadSliced,1
956,SaltShaker,BreadSliced,1
957,ScrubBrush,BreadSliced,1
958,ShowerDoor,BreadSliced,1
959,SoapBar,BreadSliced,1
960,SoapBottle,BreadSliced,1
961,Spatula,BreadSliced,1
962,Spoon,BreadSliced,1
963,SprayBottle,BreadSliced,1
964,Statue,BreadSliced,1
965,StoveKnob,BreadSliced,1
966,TeddyBear,BreadSliced,1
967,Television,BreadSliced,1
968,TennisRacket,BreadSliced,1
969,TissueBox,BreadSliced,1
970,ToiletPaper,BreadSliced,1
971,ToiletPaperHanger,BreadSliced,1
972,ToiletPaperRoll,BreadSliced,1
973,Tomato,BreadSliced,1
974,TomatoSliced,BreadSliced,1
975,Towel,BreadSliced,1
976,Vase,BreadSliced,1
977,Watch,BreadSliced,1
978,WateringCan,BreadSliced,1
979,WineBottle,BreadSliced,1
980,ArmChair,ButterKnife,1
981,BathtubBasin,ButterKnife,1
982,Bed,ButterKnife,1
983,Cabinet,ButterKnife,1
984,Cart,ButterKnife,1
985,CoffeeMachine,ButterKnife,1
986,CoffeeTable,ButterKnife,1
987,CounterTop,ButterKnife,1
988,Desk,ButterKnife,1
989,DiningTable,ButterKnife,1
990,Drawer,ButterKnife,1
991,Dresser,ButterKnife,1
992,Fridge,ButterKnife,1
993,GarbageCan,ButterKnife,1
994,Microwave,ButterKnife,1
995,Ottoman,ButterKnife,1
996,Safe,ButterKnife,1
997,Shelf,ButterKnife,1
998,SideTable,ButterKnife,1
999,SinkBasin,ButterKnife,1
1000,Sofa,ButterKnife,1
1001,StoveBurner,ButterKnife,1
1002,TVStand,ButterKnife,1
1003,Toilet,ButterKnife,1
1004,AlarmClock,ButterKnife,1
1005,Apple,ButterKnife,1
1006,AppleSliced,ButterKnife,1
1007,BaseballBat,ButterKnife,1
1008,BasketBall,ButterKnife,1
1009,Book,ButterKnife,1
1010,Bowl,ButterKnife,1
1011,Box,ButterKnife,1
1012,Bread,ButterKnife,1
1013,BreadSliced,ButterKnife,1
1014,ButterKnife,ButterKnife,1
1015,CD,ButterKnife,1
1016,Candle,ButterKnife,1
1017,CellPhone,ButterKnife,1
1018,Cloth,ButterKnife,1
1019,CreditCard,ButterKnife,1
1020,Cup,ButterKnife,1
1021,DeskLamp,ButterKnife,1
1022,DishSponge,ButterKnife,1
1023,Egg,ButterKnife,1
1024,Faucet,ButterKnife,1
1025,FloorLamp,ButterKnife,1
1026,Fork,ButterKnife,1
1027,Glassbottle,ButterKnife,1
1028,HandTowel,ButterKnife,1
1029,HousePlant,ButterKnife,1
1030,Kettle,ButterKnife,1
1031,KeyChain,ButterKnife,1
1032,Knife,ButterKnife,1
1033,Ladle,ButterKnife,1
1034,Laptop,ButterKnife,1
1035,LaundryHamperLid,ButterKnife,1
1036,Lettuce,ButterKnife,1
1037,LettuceSliced,ButterKnife,1
1038,LightSwitch,ButterKnife,1
1039,Mug,ButterKnife,1
1040,Newspaper,ButterKnife,1
1041,Pan,ButterKnife,1
1042,PaperTowel,ButterKnife,1
1043,PaperTowelRoll,ButterKnife,1
1044,Pen,ButterKnife,1
1045,Pencil,ButterKnife,1
1046,PepperShaker,ButterKnife,1
1047,Pillow,ButterKnife,1
1048,Plate,ButterKnife,1
1049,Plunger,ButterKnife,1
1050,Pot,ButterKnife,1
1051,Potato,ButterKnife,1
1052,PotatoSliced,ButterKnife,1
1053,RemoteControl,ButterKnife,1
1054,SaltShaker,ButterKnife,1
1055,ScrubBrush,ButterKnife,1
1056,ShowerDoor,ButterKnife,1
1057,SoapBar,ButterKnife,1
1058,SoapBottle,ButterKnife,1
1059,Spatula,ButterKnife,1
1060,Spoon,ButterKnife,1
1061,SprayBottle,ButterKnife,1
1062,Statue,ButterKnife,1
1063,StoveKnob,ButterKnife,1
1064,TeddyBear,ButterKnife,1
1065,Television,ButterKnife,1
1066,TennisRacket,ButterKnife,1
1067,TissueBox,ButterKnife,1
1068,ToiletPaper,ButterKnife,1
1069,ToiletPaperHanger,ButterKnife,1
1070,ToiletPaperRoll,ButterKnife,1
1071,Tomato,ButterKnife,1
1072,TomatoSliced,ButterKnife,1
1073,Towel,ButterKnife,1
1074,Vase,ButterKnife,1
1075,Watch,ButterKnife,1
1076,WateringCan,ButterKnife,1
1077,WineBottle,ButterKnife,1
1078,ArmChair,CD,1
1079,BathtubBasin,CD,1
1080,Bed,CD,1
1081,Cabinet,CD,1
1082,Cart,CD,1
1083,CoffeeMachine,CD,1
1084,CoffeeTable,CD,1
1085,CounterTop,CD,1
1086,Desk,CD,1
1087,DiningTable,CD,1
1088,Drawer,CD,1
1089,Dresser,CD,1
1090,Fridge,CD,1
1091,GarbageCan,CD,1
1092,Microwave,CD,1
1093,Ottoman,CD,1
1094,Safe,CD,1
1095,Shelf,CD,1
1096,SideTable,CD,1
1097,SinkBasin,CD,1
1098,Sofa,CD,1
1099,StoveBurner,CD,1
1100,TVStand,CD,1
1101,Toilet,CD,1
1102,AlarmClock,CD,1
1103,Apple,CD,1
1104,AppleSliced,CD,1
1105,BaseballBat,CD,1
1106,BasketBall,CD,1
1107,Book,CD,1
1108,Bowl,CD,1
1109,Box,CD,1
1110,Bread,CD,1
1111,BreadSliced,CD,1
1112,ButterKnife,CD,1
1113,CD,CD,1
1114,Candle,CD,1
1115,CellPhone,CD,1
1116,Cloth,CD,1
1117,CreditCard,CD,1
1118,Cup,CD,1
1119,DeskLamp,CD,1
1120,DishSponge,CD,1
1121,Egg,CD,1
1122,Faucet,CD,1
1123,FloorLamp,CD,1
1124,Fork,CD,1
1125,Glassbottle,CD,1
1126,HandTowel,CD,1
1127,HousePlant,CD,1
1128,Kettle,CD,1
1129,KeyChain,CD,1
1130,Knife,CD,1
1131,Ladle,CD,1
1132,Laptop,CD,1
1133,LaundryHamperLid,CD,1
1134,Lettuce,CD,1
1135,LettuceSliced,CD,1
1136,LightSwitch,CD,1
1137,Mug,CD,1
1138,Newspaper,CD,1
1139,Pan,CD,1
1140,PaperTowel,CD,1
1141,PaperTowelRoll,CD,1
1142,Pen,CD,1
1143,Pencil,CD,1
1144,PepperShaker,CD,1
1145,Pillow,CD,1
1146,Plate,CD,1
1147,Plunger,CD,1
1148,Pot,CD,1
1149,Potato,CD,1
1150,PotatoSliced,CD,1
1151,RemoteControl,CD,1
1152,SaltShaker,CD,1
1153,ScrubBrush,CD,1
1154,ShowerDoor,CD,1
1155,SoapBar,CD,1
1156,SoapBottle,CD,1
1157,Spatula,CD,1
1158,Spoon,CD,1
1159,SprayBottle,CD,1
1160,Statue,CD,1
1161,StoveKnob,CD,1
1162,TeddyBear,CD,1
1163,Television,CD,1
1164,TennisRacket,CD,1
1165,TissueBox,CD,1
1166,ToiletPaper,CD,1
1167,ToiletPaperHanger,CD,1
1168,ToiletPaperRoll,CD,1
1169,Tomato,CD,1
1170,TomatoSliced,CD,1
1171,Towel,CD,1
1172,Vase,CD,1
1173,Watch,CD,1
1174,WateringCan,CD,1
1175,WineBottle,CD,1
1176,ArmChair,Candle,1
1177,BathtubBasin,Candle,1
1178,Bed,Candle,1
1179,Cabinet,Candle,1
1180,Cart,Candle,1
1181,CoffeeMachine,Candle,1
1182,CoffeeTable,Candle,1
1183,CounterTop,Candle,1
1184,Desk,Candle,1
1185,DiningTable,Candle,1
1186,Drawer,Candle,1
1187,Dresser,Candle,1
1188,Fridge,Candle,1
1189,GarbageCan,Candle,1
1190,Microwave,Candle,1
1191,Ottoman,Candle,1
1192,Safe,Candle,1
1193,Shelf,Candle,1
1194,SideTable,Candle,1
1195,SinkBasin,Candle,1
1196,Sofa,Candle,1
1197,StoveBurner,Candle,1
1198,TVStand,Candle,1
1199,Toilet,Candle,1
1200,AlarmClock,Candle,1
1201,Apple,Candle,1
1202,AppleSliced,Candle,1
1203,BaseballBat,Candle,1
1204,BasketBall,Candle,1
1205,Book,Candle,1
1206,Bowl,Candle,1
1207,Box,Candle,1
1208,Bread,Candle,1
1209,BreadSliced,Candle,1
1210,ButterKnife,Candle,1
1211,CD,Candle,1
1212,Candle,Candle,1
1213,CellPhone,Candle,1
1214,Cloth,Candle,1
1215,CreditCard,Candle,1
1216,Cup,Candle,1
1217,DeskLamp,Candle,1
1218,DishSponge,Candle,1
1219,Egg,Candle,1
1220,Faucet,Candle,1
1221,FloorLamp,Candle,1
1222,Fork,Candle,1
1223,Glassbottle,Candle,1
1224,HandTowel,Candle,1
1225,HousePlant,Candle,1
1226,Kettle,Candle,1
1227,KeyChain,Candle,1
1228,Knife,Candle,1
1229,Ladle,Candle,1
1230,Laptop,Candle,1
1231,LaundryHamperLid,Candle,1
1232,Lettuce,Candle,1
1233,LettuceSliced,Candle,1
1234,LightSwitch,Candle,1
1235,Mug,Candle,1
1236,Newspaper,Candle,1
1237,Pan,Candle,1
1238,PaperTowel,Candle,1
1239,PaperTowelRoll,Candle,1
1240,Pen,Candle,1
1241,Pencil,Candle,1
1242,PepperShaker,Candle,1
1243,Pillow,Candle,1
1244,Plate,Candle,1
1245,Plunger,Candle,1
1246,Pot,Candle,1
1247,Potato,Candle,1
1248,PotatoSliced,Candle,1
1249,RemoteControl,Candle,1
1250,SaltShaker,Candle,1
1251,ScrubBrush,Candle,1
1252,ShowerDoor,Candle,1
1253,SoapBar,Candle,1
1254,SoapBottle,Candle,1
1255,Spatula,Candle,1
1256,Spoon,Candle,1
1257,SprayBottle,Candle,1
1258,Statue,Candle,1
1259,StoveKnob,Candle,1
1260,TeddyBear,Candle,1
1261,Television,Candle,1
1262,TennisRacket,Candle,1
1263,TissueBox,Candle,1
1264,ToiletPaper,Candle,1
1265,ToiletPaperHanger,Candle,1
1266,ToiletPaperRoll,Candle,1
1267,Tomato,Candle,1
1268,TomatoSliced,Candle,1
1269,Towel,Candle,1
1270,Vase,Candle,1
1271,Watch,Candle,1
1272,WateringCan,Candle,1
1273,WineBottle,Candle,1
1274,ArmChair,CellPhone,1
1275,BathtubBasin,CellPhone,1
1276,Bed,CellPhone,1
1277,Cabinet,CellPhone,1
1278,Cart,CellPhone,1
1279,CoffeeMachine,CellPhone,1
1280,CoffeeTable,CellPhone,1
1281,CounterTop,CellPhone,1
1282,Desk,CellPhone,1
1283,DiningTable,CellPhone,1
1284,Drawer,CellPhone,1
1285,Dresser,CellPhone,1
1286,Fridge,CellPhone,1
1287,GarbageCan,CellPhone,1
1288,Microwave,CellPhone,1
1289,Ottoman,CellPhone,1
1290,Safe,CellPhone,1
1291,Shelf,CellPhone,1
1292,SideTable,CellPhone,1
1293,SinkBasin,CellPhone,1
1294,Sofa,CellPhone,1
1295,StoveBurner,CellPhone,1
1296,TVStand,CellPhone,1
1297,Toilet,CellPhone,1
1298,AlarmClock,CellPhone,1
1299,Apple,CellPhone,1
1300,AppleSliced,CellPhone,1
1301,BaseballBat,CellPhone,1
1302,BasketBall,CellPhone,1
1303,Book,CellPhone,1
1304,Bowl,CellPhone,1
1305,Box,CellPhone,1
1306,Bread,CellPhone,1
1307,BreadSliced,CellPhone,1
1308,ButterKnife,CellPhone,1
1309,CD,CellPhone,1
1310,Candle,CellPhone,1
1311,CellPhone,CellPhone,1
1312,Cloth,CellPhone,1
1313,CreditCard,CellPhone,1
1314,Cup,CellPhone,1
1315,DeskLamp,CellPhone,1
1316,DishSponge,CellPhone,1
1317,Egg,CellPhone,1
1318,Faucet,CellPhone,1
1319,FloorLamp,CellPhone,1
1320,Fork,CellPhone,1
1321,Glassbottle,CellPhone,1
1322,HandTowel,CellPhone,1
1323,HousePlant,CellPhone,1
1324,Kettle,CellPhone,1
1325,KeyChain,CellPhone,1
1326,Knife,CellPhone,1
1327,Ladle,CellPhone,1
1328,Laptop,CellPhone,1
1329,LaundryHamperLid,CellPhone,1
1330,Lettuce,CellPhone,1
1331,LettuceSliced,CellPhone,1
1332,LightSwitch,CellPhone,1
1333,Mug,CellPhone,1
1334,Newspaper,CellPhone,1
1335,Pan,CellPhone,1
1336,PaperTowel,CellPhone,1
1337,PaperTowelRoll,CellPhone,1
1338,Pen,CellPhone,1
1339,Pencil,CellPhone,1
1340,PepperShaker,CellPhone,1
1341,Pillow,CellPhone,1
1342,Plate,CellPhone,1
1343,Plunger,CellPhone,1
1344,Pot,CellPhone,1
1345,Potato,CellPhone,1
1346,PotatoSliced,CellPhone,1
1347,RemoteControl,CellPhone,1
1348,SaltShaker,CellPhone,1
1349,ScrubBrush,CellPhone,1
1350,ShowerDoor,CellPhone,1
1351,SoapBar,CellPhone,1
1352,SoapBottle,CellPhone,1
1353,Spatula,CellPhone,1
1354,Spoon,CellPhone,1
1355,SprayBottle,CellPhone,1
1356,Statue,CellPhone,1
1357,StoveKnob,CellPhone,1
1358,TeddyBear,CellPhone,1
1359,Television,CellPhone,1
1360,TennisRacket,CellPhone,1
1361,TissueBox,CellPhone,1
1362,ToiletPaper,CellPhone,1
1363,ToiletPaperHanger,CellPhone,1
1364,ToiletPaperRoll,CellPhone,1
1365,Tomato,CellPhone,1
1366,TomatoSliced,CellPhone,1
1367,Towel,CellPhone,1
1368,Vase,CellPhone,1
1369,Watch,CellPhone,1
1370,WateringCan,CellPhone,1
1371,WineBottle,CellPhone,1
1372,ArmChair,Cloth,1
1373,BathtubBasin,Cloth,1
1374,Bed,Cloth,1
1375,Cabinet,Cloth,1
1376,Cart,Cloth,1
1377,CoffeeMachine,Cloth,1
1378,CoffeeTable,Cloth,1
1379,CounterTop,Cloth,1
1380,Desk,Cloth,1
1381,DiningTable,Cloth,1
1382,Drawer,Cloth,1
1383,Dresser,Cloth,1
1384,Fridge,Cloth,1
1385,GarbageCan,Cloth,1
1386,Microwave,Cloth,1
1387,Ottoman,Cloth,1
1388,Safe,Cloth,1
1389,Shelf,Cloth,1
1390,SideTable,Cloth,1
1391,SinkBasin,Cloth,1
1392,Sofa,Cloth,1
1393,StoveBurner,Cloth,1
1394,TVStand,Cloth,1
1395,Toilet,Cloth,1
1396,AlarmClock,Cloth,1
1397,Apple,Cloth,1
1398,AppleSliced,Cloth,1
1399,BaseballBat,Cloth,1
1400,BasketBall,Cloth,1
1401,Book,Cloth,1
1402,Bowl,Cloth,1
1403,Box,Cloth,1
1404,Bread,Cloth,1
1405,BreadSliced,Cloth,1
1406,ButterKnife,Cloth,1
1407,CD,Cloth,1
1408,Candle,Cloth,1
1409,CellPhone,Cloth,1
1410,Cloth,Cloth,1
1411,CreditCard,Cloth,1
1412,Cup,Cloth,1
1413,DeskLamp,Cloth,1
1414,DishSponge,Cloth,1
1415,Egg,Cloth,1
1416,Faucet,Cloth,1
1417,FloorLamp,Cloth,1
1418,Fork,Cloth,1
1419,Glassbottle,Cloth,1
1420,HandTowel,Cloth,1
1421,HousePlant,Cloth,1
1422,Kettle,Cloth,1
1423,KeyChain,Cloth,1
1424,Knife,Cloth,1
1425,Ladle,Cloth,1
1426,Laptop,Cloth,1
1427,LaundryHamperLid,Cloth,1
1428,Lettuce,Cloth,1
1429,LettuceSliced,Cloth,1
1430,LightSwitch,Cloth,1
1431,Mug,Cloth,1
1432,Newspaper,Cloth,1
1433,Pan,Cloth,1
1434,PaperTowel,Cloth,1
1435,PaperTowelRoll,Cloth,1
1436,Pen,Cloth,1
1437,Pencil,Cloth,1
1438,PepperShaker,Cloth,1
1439,Pillow,Cloth,1
1440,Plate,Cloth,1
1441,Plunger,Cloth,1
1442,Pot,Cloth,1
1443,Potato,Cloth,1
1444,PotatoSliced,Cloth,1
1445,RemoteControl,Cloth,1
1446,SaltShaker,Cloth,1
1447,ScrubBrush,Cloth,1
1448,ShowerDoor,Cloth,1
1449,SoapBar,Cloth,1
1450,SoapBottle,Cloth,1
1451,Spatula,Cloth,1
1452,Spoon,Cloth,1
1453,SprayBottle,Cloth,1
1454,Statue,Cloth,1
1455,StoveKnob,Cloth,1
1456,TeddyBear,Cloth,1
1457,Television,Cloth,1
1458,TennisRacket,Cloth,1
1459,TissueBox,Cloth,1
1460,ToiletPaper,Cloth,1
1461,ToiletPaperHanger,Cloth,1
1462,ToiletPaperRoll,Cloth,1
1463,Tomato,Cloth,1
1464,TomatoSliced,Cloth,1
1465,Towel,Cloth,1
1466,Vase,Cloth,1
1467,Watch,Cloth,1
1468,WateringCan,Cloth,1
1469,WineBottle,Cloth,1
1470,ArmChair,CreditCard,1
1471,BathtubBasin,CreditCard,1
1472,Bed,CreditCard,1
1473,Cabinet,CreditCard,1
1474,Cart,CreditCard,1
1475,CoffeeMachine,CreditCard,1
1476,CoffeeTable,CreditCard,1
1477,CounterTop,CreditCard,1
1478,Desk,CreditCard,1
1479,DiningTable,CreditCard,1
1480,Drawer,CreditCard,1
1481,Dresser,CreditCard,1
1482,Fridge,CreditCard,1
1483,GarbageCan,CreditCard,1
1484,Microwave,CreditCard,1
1485,Ottoman,CreditCard,1
1486,Safe,CreditCard,1
1487,Shelf,CreditCard,1
1488,SideTable,CreditCard,1
1489,SinkBasin,CreditCard,1
1490,Sofa,CreditCard,1
1491,StoveBurner,CreditCard,1
1492,TVStand,CreditCard,1
1493,Toilet,CreditCard,1
1494,AlarmClock,CreditCard,1
1495,Apple,CreditCard,1
1496,AppleSliced,CreditCard,1
1497,BaseballBat,CreditCard,1
1498,BasketBall,CreditCard,1
1499,Book,CreditCard,1
1500,Bowl,CreditCard,1
1501,Box,CreditCard,1
1502,Bread,CreditCard,1
1503,BreadSliced,CreditCard,1
1504,ButterKnife,CreditCard,1
1505,CD,CreditCard,1
1506,Candle,CreditCard,1
1507,CellPhone,CreditCard,1
1508,Cloth,CreditCard,1
1509,CreditCard,CreditCard,1
1510,Cup,CreditCard,1
1511,DeskLamp,CreditCard,1
1512,DishSponge,CreditCard,1
1513,Egg,CreditCard,1
1514,Faucet,CreditCard,1
1515,FloorLamp,CreditCard,1
1516,Fork,CreditCard,1
1517,Glassbottle,CreditCard,1
1518,HandTowel,CreditCard,1
1519,HousePlant,CreditCard,1
1520,Kettle,CreditCard,1
1521,KeyChain,CreditCard,1
1522,Knife,CreditCard,1
1523,Ladle,CreditCard,1
1524,Laptop,CreditCard,1
1525,LaundryHamperLid,CreditCard,1
1526,Lettuce,CreditCard,1
1527,LettuceSliced,CreditCard,1
1528,LightSwitch,CreditCard,1
1529,Mug,CreditCard,1
1530,Newspaper,CreditCard,1
1531,Pan,CreditCard,1
1532,PaperTowel,CreditCard,1
1533,PaperTowelRoll,CreditCard,1
1534,Pen,CreditCard,1
1535,Pencil,CreditCard,1
1536,PepperShaker,CreditCard,1
1537,Pillow,CreditCard,1
1538,Plate,CreditCard,1
1539,Plunger,CreditCard,1
1540,Pot,CreditCard,1
1541,Potato,CreditCard,1
1542,PotatoSliced,CreditCard,1
1543,RemoteControl,CreditCard,1
1544,SaltShaker,CreditCard,1
1545,ScrubBrush,CreditCard,1
1546,ShowerDoor,CreditCard,1
1547,SoapBar,CreditCard,1
1548,SoapBottle,CreditCard,1
1549,Spatula,CreditCard,1
1550,Spoon,CreditCard,1
1551,SprayBottle,CreditCard,1
1552,Statue,CreditCard,1
1553,StoveKnob,CreditCard,1
1554,TeddyBear,CreditCard,1
1555,Television,CreditCard,1
1556,TennisRacket,CreditCard,1
1557,TissueBox,CreditCard,1
1558,ToiletPaper,CreditCard,1
1559,ToiletPaperHanger,CreditCard,1
1560,ToiletPaperRoll,CreditCard,1
1561,Tomato,CreditCard,1
1562,TomatoSliced,CreditCard,1
1563,Towel,CreditCard,1
1564,Vase,CreditCard,1
1565,Watch,CreditCard,1
1566,WateringCan,CreditCard,1
1567,WineBottle,CreditCard,1
1568,ArmChair,Cup,1
1569,BathtubBasin,Cup,1
1570,Bed,Cup,1
1571,Cabinet,Cup,1
1572,Cart,Cup,1
1573,CoffeeMachine,Cup,1
1574,CoffeeTable,Cup,1
1575,CounterTop,Cup,1
1576,Desk,Cup,1
1577,DiningTable,Cup,1
1578,Drawer,Cup,1
1579,Dresser,Cup,1
1580,Fridge,Cup,1
1581,GarbageCan,Cup,1
1582,Microwave,Cup,1
1583,Ottoman,Cup,1
1584,Safe,Cup,1
1585,Shelf,Cup,1
1586,SideTable,Cup,1
1587,SinkBasin,Cup,1
1588,Sofa,Cup,1
1589,StoveBurner,Cup,1
1590,TVStand,Cup,1
1591,Toilet,Cup,1
1592,AlarmClock,Cup,1
1593,Apple,Cup,1
1594,AppleSliced,Cup,1
1595,BaseballBat,Cup,1
1596,BasketBall,Cup,1
1597,Book,Cup,1
1598,Bowl,Cup,1
1599,Box,Cup,1
1600,Bread,Cup,1
1601,BreadSliced,Cup,1
1602,ButterKnife,Cup,1
1603,CD,Cup,1
1604,Candle,Cup,1
1605,CellPhone,Cup,1
1606,Cloth,Cup,1
1607,CreditCard,Cup,1
1608,Cup,Cup,1
1609,DeskLamp,Cup,1
1610,DishSponge,Cup,1
1611,Egg,Cup,1
1612,Faucet,Cup,1
1613,FloorLamp,Cup,1
1614,Fork,Cup,1
1615,Glassbottle,Cup,1
1616,HandTowel,Cup,1
1617,HousePlant,Cup,1
1618,Kettle,Cup,1
1619,KeyChain,Cup,1
1620,Knife,Cup,1
1621,Ladle,Cup,1
1622,Laptop,Cup,1
1623,LaundryHamperLid,Cup,1
1624,Lettuce,Cup,1
1625,LettuceSliced,Cup,1
1626,LightSwitch,Cup,1
1627,Mug,Cup,1
1628,Newspaper,Cup,1
1629,Pan,Cup,1
1630,PaperTowel,Cup,1
1631,PaperTowelRoll,Cup,1
1632,Pen,Cup,1
1633,Pencil,Cup,1
1634,PepperShaker,Cup,1
1635,Pillow,Cup,1
1636,Plate,Cup,1
1637,Plunger,Cup,1
1638,Pot,Cup,1
1639,Potato,Cup,1
1640,PotatoSliced,Cup,1
1641,RemoteControl,Cup,1
1642,SaltShaker,Cup,1
1643,ScrubBrush,Cup,1
1644,ShowerDoor,Cup,1
1645,SoapBar,Cup,1
1646,SoapBottle,Cup,1
1647,Spatula,Cup,1
1648,Spoon,Cup,1
1649,SprayBottle,Cup,1
1650,Statue,Cup,1
1651,StoveKnob,Cup,1
1652,TeddyBear,Cup,1
1653,Television,Cup,1
1654,TennisRacket,Cup,1
1655,TissueBox,Cup,1
1656,ToiletPaper,Cup,1
1657,ToiletPaperHanger,Cup,1
1658,ToiletPaperRoll,Cup,1
1659,Tomato,Cup,1
1660,TomatoSliced,Cup,1
1661,Towel,Cup,1
1662,Vase,Cup,1
1663,Watch,Cup,1
1664,WateringCan,Cup,1
1665,WineBottle,Cup,1
1666,ArmChair,DeskLamp,1
1667,BathtubBasin,DeskLamp,1
1668,Bed,DeskLamp,1
1669,Cabinet,DeskLamp,1
1670,Cart,DeskLamp,1
1671,CoffeeMachine,DeskLamp,1
1672,CoffeeTable,DeskLamp,1
1673,CounterTop,DeskLamp,1
1674,Desk,DeskLamp,1
1675,DiningTable,DeskLamp,1
1676,Drawer,DeskLamp,1
1677,Dresser,DeskLamp,1
1678,Fridge,DeskLamp,1
1679,GarbageCan,DeskLamp,1
1680,Microwave,DeskLamp,1
1681,Ottoman,DeskLamp,1
1682,Safe,DeskLamp,1
1683,Shelf,DeskLamp,1
1684,SideTable,DeskLamp,1
1685,SinkBasin,DeskLamp,1
1686,Sofa,DeskLamp,1
1687,StoveBurner,DeskLamp,1
1688,TVStand,DeskLamp,1
1689,Toilet,DeskLamp,1
1690,AlarmClock,DeskLamp,1
1691,Apple,DeskLamp,1
1692,AppleSliced,DeskLamp,1
1693,BaseballBat,DeskLamp,1
1694,BasketBall,DeskLamp,1
1695,Book,DeskLamp,1
1696,Bowl,DeskLamp,1
1697,Box,DeskLamp,1
1698,Bread,DeskLamp,1
1699,BreadSliced,DeskLamp,1
1700,ButterKnife,DeskLamp,1
1701,CD,DeskLamp,1
1702,Candle,DeskLamp,1
1703,CellPhone,DeskLamp,1
1704,Cloth,DeskLamp,1
1705,CreditCard,DeskLamp,1
1706,Cup,DeskLamp,1
1707,DeskLamp,DeskLamp,1
1708,DishSponge,DeskLamp,1
1709,Egg,DeskLamp,1
1710,Faucet,DeskLamp,1
1711,FloorLamp,DeskLamp,1
1712,Fork,DeskLamp,1
1713,Glassbottle,DeskLamp,1
1714,HandTowel,DeskLamp,1
1715,HousePlant,DeskLamp,1
1716,Kettle,DeskLamp,1
1717,KeyChain,DeskLamp,1
1718,Knife,DeskLamp,1
1719,Ladle,DeskLamp,1
1720,Laptop,DeskLamp,1
1721,LaundryHamperLid,DeskLamp,1
1722,Lettuce,DeskLamp,1
1723,LettuceSliced,DeskLamp,1
1724,LightSwitch,DeskLamp,1
1725,Mug,DeskLamp,1
1726,Newspaper,DeskLamp,1
1727,Pan,DeskLamp,1
1728,PaperTowel,DeskLamp,1
1729,PaperTowelRoll,DeskLamp,1
1730,Pen,DeskLamp,1
1731,Pencil,DeskLamp,1
1732,PepperShaker,DeskLamp,1
1733,Pillow,DeskLamp,1
1734,Plate,DeskLamp,1
1735,Plunger,DeskLamp,1
1736,Pot,DeskLamp,1
1737,Potato,DeskLamp,1
1738,PotatoSliced,DeskLamp,1
1739,RemoteControl,DeskLamp,1
1740,SaltShaker,DeskLamp,1
1741,ScrubBrush,DeskLamp,1
1742,ShowerDoor,DeskLamp,1
1743,SoapBar,DeskLamp,1
1744,SoapBottle,DeskLamp,1
1745,Spatula,DeskLamp,1
1746,Spoon,DeskLamp,1
1747,SprayBottle,DeskLamp,1
1748,Statue,DeskLamp,1
1749,StoveKnob,DeskLamp,1
1750,TeddyBear,DeskLamp,1
1751,Television,DeskLamp,1
1752,TennisRacket,DeskLamp,1
1753,TissueBox,DeskLamp,1
1754,ToiletPaper,DeskLamp,1
1755,ToiletPaperHanger,DeskLamp,1
1756,ToiletPaperRoll,DeskLamp,1
1757,Tomato,DeskLamp,1
1758,TomatoSliced,DeskLamp,1
1759,Towel,DeskLamp,1
1760,Vase,DeskLamp,1
1761,Watch,DeskLamp,1
1762,WateringCan,DeskLamp,1
1763,WineBottle,DeskLamp,1
1764,ArmChair,DishSponge,1
1765,BathtubBasin,DishSponge,1
1766,Bed,DishSponge,1
1767,Cabinet,DishSponge,1
1768,Cart,DishSponge,1
1769,CoffeeMachine,DishSponge,1
1770,CoffeeTable,DishSponge,1
1771,CounterTop,DishSponge,1
1772,Desk,DishSponge,1
1773,DiningTable,DishSponge,1
1774,Drawer,DishSponge,1
1775,Dresser,DishSponge,1
1776,Fridge,DishSponge,1
1777,GarbageCan,DishSponge,1
1778,Microwave,DishSponge,1
1779,Ottoman,DishSponge,1
1780,Safe,DishSponge,1
1781,Shelf,DishSponge,1
1782,SideTable,DishSponge,1
1783,SinkBasin,DishSponge,1
1784,Sofa,DishSponge,1
1785,StoveBurner,DishSponge,1
1786,TVStand,DishSponge,1
1787,Toilet,DishSponge,1
1788,AlarmClock,DishSponge,1
1789,Apple,DishSponge,1
1790,AppleSliced,DishSponge,1
1791,BaseballBat,DishSponge,1
1792,BasketBall,DishSponge,1
1793,Book,DishSponge,1
1794,Bowl,DishSponge,1
1795,Box,DishSponge,1
1796,Bread,DishSponge,1
